Running on host c4
Starting at Mon Feb  7 21:50:51 JST 2022
Running on hosts: c4
Running on 1 nodes.
Running 1 tasks.
Current working directory is /home/rio-hada/workspace/SurrogateModels
> sbatch spy acc.py -T 1500 --trials 100 --k_size_max 800
Namespace(B=2, D=100, P=16, T=1500, eval_length=5, gpu=False, id=8463, k_size_max=800, maxT=None, mean0=False, minT=1, name=None, recalc=1, seed=None, select_mode='random', trials=100)
save to 'result/image/acc_t100_T1500_dmax800_mean_8463.png'
Done (1) 959.9243211746216
Done (2) 822.4351053237915
Done (3) 744.4662661552429
Done (4) 676.0625605583191
Done (5) 634.0905101299286
Done (6) 605.7116341590881
Done (7) 570.3596224784851
Done (8) 557.4476344585419
Done (9) 546.441869020462
Done (10) 530.6599462032318
Done (11) 522.0830385684967
Done (12) 518.5843560695648
Done (13) 506.28166031837463
Done (14) 503.30256032943726
Done (15) 492.4518506526947
Done (16) 491.12155055999756
Done (17) 499.73904395103455
Done (18) 488.957483291626
Done (19) 483.5677855014801
Done (20) 483.1044509410858
Done (21) 484.38734006881714
Done (22) 477.5451228618622
Done (23) 472.08778190612793
Done (24) 472.2585198879242
Done (25) 478.7736144065857
Done (26) 467.9029350280762
Done (27) 467.9604768753052
Done (28) 464.5988371372223
Done (29) 464.38894176483154
Done (30) 465.5578308105469
Done (31) 463.84557271003723
Done (32) 463.07583451271057
Done (33) 463.8912410736084
Done (34) 463.15421175956726
pinv: t = 2998
Done (35) 462.7020094394684
Done (36) 458.24520468711853
Done (37) 463.7195734977722
Done (38) 465.43229937553406
Done (39) 455.8979616165161
Done (40) 456.2380065917969
Done (41) 452.8879051208496
Done (42) 452.20704221725464
Done (43) 451.63857913017273
Done (44) 450.9059295654297
Done (45) 455.8778643608093
Done (46) 454.7328350543976
Done (47) 458.52805614471436
Done (48) 454.5994634628296
Done (49) 452.8152816295624
Done (50) 450.839879989624
Done (51) 452.35630083084106
Done (52) 452.77165365219116
Done (53) 449.6576294898987
Done (54) 447.5441040992737
Done (55) 447.49421548843384
Done (56) 447.0072433948517
Done (57) 448.5094540119171
Done (58) 450.0347971916199
Done (59) 457.9480357170105
Done (60) 449.84134221076965
Done (61) 452.2177677154541
Done (62) 447.8540213108063
Done (63) 447.8368995189667
Done (64) 447.6359803676605
Done (65) 448.1972119808197
Done (66) 449.402423620224
Done (67) 454.2674283981323
Done (68) 449.2820165157318
Done (69) 448.4465789794922
Done (70) 450.84104013442993
Done (71) 447.8981292247772
Done (72) 447.61052346229553
Done (73) 449.9653296470642
Done (74) 450.0680193901062
Done (75) 449.65977716445923
Done (76) 451.1020293235779
Done (77) 449.91515016555786
Done (78) 449.9449965953827
Done (79) 448.8206775188446
Done (80) 448.4419870376587
Done (81) 449.12087082862854
Done (82) 450.2753677368164
Done (83) 450.92099046707153
Done (84) 450.689222574234
Done (85) 450.715692281723
Done (86) 450.6291289329529
Done (87) 451.8577735424042
Done (88) 449.9449768066406
Done (89) 449.9242813587189
Done (90) 440.43955874443054
Done (91) 438.962158203125
Done (92) 439.09931230545044
Done (93) 438.86742901802063
Done (94) 448.86087250709534
Done (95) 438.92702531814575
Done (96) 438.3946964740753
Done (97) 442.1135723590851
Done (98) 444.0962336063385
Done (99) 448.1897597312927
