Running on host c2
Starting at Tue Feb  8 22:21:24 JST 2022
Running on hosts: c2
Running on 1 nodes.
Running 1 tasks.
Current working directory is /home/rio-hada/workspace/SurrogateModels
> sbatch spy acc.py -T 1500 --trials 100 --k_size_max 300
Namespace(B=2, D=100, P=16, T=1500, eval_length=5, gpu=False, id=8464, k_size_max=300, maxT=None, mean0=False, minT=1, name=None, recalc=1, seed=None, select_mode='random', trials=100)
save to 'result/image/acc_t100_T1500_dmax300_mean_8464.png'
Done (1) 940.7636215686798
Done (2) 753.4462611675262
Done (3) 650.7355253696442
Done (4) 586.7831065654755
Done (5) 550.3680777549744
Done (6) 521.9169118404388
Done (7) 503.33757424354553
Done (8) 484.02224946022034
Done (9) 471.90753149986267
Done (10) 465.777587890625
Done (11) 450.8444254398346
Done (12) 440.3685636520386
Done (13) 435.5491292476654
Done (14) 440.41242361068726
Done (15) 428.53311824798584
Done (16) 429.0324778556824
Done (17) 427.12674927711487
Done (18) 423.86981177330017
Done (19) 425.929475069046
Done (20) 422.2754406929016
Done (21) 417.5679223537445
Done (22) 419.30567812919617
Done (23) 413.082959651947
Done (24) 418.46901988983154
Done (25) 418.07425570487976
Done (26) 419.6788558959961
Done (27) 411.28515553474426
Done (28) 412.8178427219391
Done (29) 413.4472818374634
Done (30) 414.43112087249756
Done (31) 413.6632444858551
Done (32) 410.4323797225952
Done (33) 411.3766016960144
Done (34) 410.8223738670349
Done (35) 416.73804450035095
Done (36) 407.13129687309265
Done (37) 407.94402956962585
Done (38) 410.5717966556549
Done (39) 405.0361576080322
Done (40) 403.58086824417114
Done (41) 404.24517035484314
Done (42) 404.65144634246826
Done (43) 405.68350076675415
Done (44) 404.64952540397644
Done (45) 404.4389271736145
Done (46) 405.8449673652649
Done (47) 411.94666266441345
Done (48) 401.5835807323456
Done (49) 402.6076889038086
Done (50) 400.9684293270111
Done (51) 400.52302980422974
Done (52) 403.0582194328308
Done (53) 403.7692904472351
Done (54) 402.7129657268524
Done (55) 403.6836414337158
Done (56) 402.5436873435974
Done (57) 402.34467792510986
Done (58) 400.5089042186737
Done (59) 403.119580745697
Done (60) 403.56501150131226
Done (61) 403.7324249744415
Done (62) 411.2194709777832
Done (63) 400.4277431964874
Done (64) 400.37042927742004
Done (65) 401.74084401130676
Done (66) 400.6103160381317
Done (67) 399.80513620376587
Done (68) 400.0172245502472
Done (69) 401.40155601501465
Done (70) 399.46794724464417
Done (71) 400.8666865825653
Done (72) 402.1227443218231
Done (73) 398.98909282684326
Done (74) 399.12534737586975
Done (75) 400.07136034965515
Done (76) 399.689368724823
Done (77) 399.1059036254883
Done (78) 398.6090335845947
Done (79) 398.35050988197327
Done (80) 397.20934295654297
pinv: t = 2656
Done (81) 406.1299080848694
Done (82) 399.24252009391785
Done (83) 398.15668201446533
Done (84) 395.9669191837311
Done (85) 397.5564212799072
Done (86) 398.51168942451477
Done (87) 398.8911199569702
Done (88) 396.92516446113586
Done (89) 397.5718581676483
Done (90) 399.0805802345276
Done (91) 397.89917397499084
Done (92) 400.356751203537
Done (93) 400.9447958469391
Done (94) 400.20399737358093
Done (95) 398.95905566215515
Done (96) 400.39807415008545
Done (97) 400.5337014198303
Done (98) 396.51586866378784
Done (99) 398.7270395755768
Done (100) 398.9953100681305
