Running on host c4
Starting at Wed Feb  9 11:33:39 JST 2022
Running on hosts: c4
Running on 1 nodes.
Running 1 tasks.
Current working directory is /home/rio-hada/workspace/SurrogateModels
> sbatch spy acc.py -T 1500 --trials 100 --k_size_max 300
Namespace(B=2, D=100, P=16, T=1500, eval_length=5, gpu=False, id=8477, k_size_max=300, maxT=None, mean0=False, minT=1, name=None, recalc=1, seed=None, select_mode='random', trials=100)
save to 'result/image/acc_t100_T1500_dmax300_mean_8477.png'
Done (1) 942.0757806301117
Done (2) 762.7221224308014
Done (3) 651.8252446651459
Done (4) 586.6990489959717
Done (5) 543.5006558895111
Done (6) 516.4961333274841
Done (7) 499.0415606498718
Done (8) 480.86503982543945
Done (9) 476.42478227615356
Done (10) 468.5990180969238
Done (11) 450.8502197265625
Done (12) 443.52453422546387
Done (13) 442.1872637271881
Done (14) 447.34588408470154
Done (15) 431.66529536247253
Done (16) 433.8043975830078
Done (17) 428.9552483558655
Done (18) 426.01935482025146
Done (19) 430.00017285346985
Done (20) 426.3837380409241
Done (21) 422.5856611728668
Done (22) 422.0229504108429
Done (23) 424.2062680721283
Done (24) 422.96983766555786
Done (25) 419.577965259552
Done (26) 424.78753995895386
Done (27) 416.0204050540924
Done (28) 416.0377175807953
Done (29) 412.45070338249207
Done (30) 412.169860124588
Done (31) 412.8141944408417
Done (32) 412.2456829547882
Done (33) 409.43395161628723
Done (34) 410.851966381073
Done (35) 417.97007966041565
Done (36) 412.3314759731293
Done (37) 411.9156906604767
Done (38) 408.0829801559448
Done (39) 407.8047399520874
Done (40) 406.50088000297546
Done (41) 407.55670404434204
Done (42) 407.704332113266
Done (43) 405.5873372554779
Done (44) 406.98508167266846
Done (45) 405.2057809829712
Done (46) 405.0112714767456
Done (47) 412.8157584667206
Done (48) 403.2518129348755
Done (49) 405.7476954460144
Done (50) 406.7924611568451
Done (51) 403.9938290119171
Done (52) 404.65792870521545
Done (53) 406.0475664138794
Done (54) 404.84486985206604
Done (55) 403.3841154575348
Done (56) 403.5672972202301
Done (57) 404.90258526802063
Done (58) 402.6082692146301
Done (59) 404.2862358093262
Done (60) 402.9737374782562
Done (61) 402.5351264476776
Done (62) 410.933230638504
Done (63) 402.3775272369385
Done (64) 403.5765688419342
Done (65) 402.95256543159485
pinv: t = 2444
Done (66) 403.2983400821686
Done (67) 401.22716069221497
Done (68) 401.27168011665344
Done (69) 404.4768602848053
Done (70) 401.5518298149109
Done (71) 401.78803515434265
Done (72) 401.7500035762787
Done (73) 401.43040561676025
Done (74) 402.1473276615143
Done (75) 401.3600399494171
Done (76) 401.1724727153778
Done (77) 401.0635132789612
Done (78) 401.2844479084015
Done (79) 399.77201676368713
Done (80) 399.74595308303833
Done (81) 408.8400778770447
Done (82) 399.64533257484436
Done (83) 399.3852846622467
Done (84) 399.5630233287811
Done (85) 400.55588245391846
Done (86) 400.4918420314789
Done (87) 400.84474325180054
Done (88) 400.42296504974365
Done (89) 399.54733180999756
Done (90) 399.66695976257324
Done (91) 400.4428222179413
Done (92) 398.31006956100464
Done (93) 399.6599962711334
pinv: t = 2238
Done (94) 401.0264456272125
Done (95) 399.71601581573486
Done (96) 399.30316162109375
Done (97) 400.9858045578003
Done (98) 400.2612268924713
Done (99) 399.28757095336914
Done (100) 399.7139856815338
Random
